1112 0 
3260 1 
3260 2 
3260 3 
3261 4 
4724 5 
4743 6 
4744 7 
4744 8 
5738 9 
5746 10 
5748 11 
5759 12 
5769 13 
7281 14 
7298 15 
8786 16 
8808 17 
10298 18 
10330 19 
10331 20 
10334 21 
10335 22 
11858 23 
11859 24 
11885 25 
18004 26 
19523 27 
19531 28 
28670 29 
34775 30 
115183 31 
666238 32 
680830 33 
693693 34 
697963 35 
704269 36 
715853 37 
763418 38 
812041 39 
812141 40 
850123 41 
925334 42 
927315 43 
928379 44 
967699 45 
1092425 46 
1093385 47 
1149666 48 
1197158 49 
1235133 50 
1312560 51 
1362324 52 
1388522 53 
1524957 54 
1660394 55 
1713428 56 
1824584 57 
1864769 58 
1909518 59 
1909947 60 
1958296 61 
2087838 62 
2095484 63 
2222437 64 
2229013 65 
2491082 66 
2531444 67 
2535393 68 
2535454 69 
2641006 70 
2757583 71 
2979030 72 
2982855 73 
3125475 74 
3134702 75 
3270843 76 
3372335 77 
3576030 78 
3606227 79 
3709791 80 
3844162 81 
4099970 82 
4522746 83 
4561315 84 
4663975 85 
5030381 86 
5196061 87 
6160529 88 
6833187 89 
8041481 90 
8401801 91 
11976482 92 
12894018 93 
13912185 94 
16329061 95 
17003105 96 
21412735 97 
23105478 98 
25406385 99 
105894140 100 
