1206 0 
578354 1 
590189 2 
601819 3 
606020 4 
611168 5 
621629 6 
662902 7 
705427 8 
705625 9 
738212 10 
803972 11 
806528 12 
807375 13 
842023 14 
951243 15 
951321 16 
1000541 17 
1042768 18 
1075824 19 
1144114 20 
1186988 21 
1209794 22 
1330106 23 
1381339 24 
1412413 25 
1413314 26 
1446517 27 
1446673 28 
1447247 29 
1483082 30 
1495075 31 
1581396 32 
1666265 33 
1829351 34 
1921241 35 
1921923 36 
1945871 37 
2001833 38 
2173235 39 
2258410 40 
2260778 41 
2374963 42 
2408010 43 
2708639 44 
2729836 45 
2811274 46 
2842821 47 
2843010 48 
2911735 49 
3149155 50 
3278624 51 
3426755 52 
3455628 53 
3532384 54 
3533344 55 
3582286 56 
3933533 57 
3936641 58 
4395271 59 
4410413 60 
4647892 61 
5389656 62 
5395111 63 
5550913 64 
6059066 65 
6978084 66 
7335226 67 
7366434 68 
7555820 69 
7557785 70 
8192397 71 
8785207 72 
8807277 73 
9037408 74 
9041308 75 
9042529 76 
10506442 77 
10753400 78 
10774232 79 
11045019 80 
11324867 81 
12336032 82 
12846620 83 
16185051 84 
16753623 85 
16964235 86 
20286433 87 
21966050 88 
22347513 89 
23500051 90 
28672235 91 
30967504 92 
33966262 93 
37405808 94 
41119654 95 
80173191 96 
122596267 97 
157674174 98 
174119082 99 
196565643 100 
