0 0 
1206 1 
577657 2 
590409 3 
602045 4 
605810 5 
611791 6 
621684 7 
662853 8 
705513 9 
705533 10 
738590 11 
804552 12 
806221 13 
807693 14 
841315 15 
951007 16 
951627 17 
1000851 18 
1042944 19 
1076020 20 
1143420 21 
1187510 22 
1210526 23 
1329918 24 
1381429 25 
1412397 26 
1413048 27 
1445913 28 
1446381 29 
1448278 30 
1483423 31 
1495355 32 
1582051 33 
1665801 34 
1828725 35 
1921333 36 
1921394 37 
1945559 38 
2001694 39 
2173409 40 
2258953 41 
2260520 42 
2375260 43 
2407543 44 
2709416 45 
2730225 46 
2811167 47 
2842695 48 
2842916 49 
2912167 50 
3149145 50 
3278053 51 
3425823 52 
3455293 53 
3532284 54 
3532771 55 
3581912 56 
3934759 57 
3935816 58 
4394414 59 
4410632 60 
4648374 61 
5389395 62 
5395371 63 
5551622 64 
6059432 65 
6979896 66 
7336606 67 
7365933 68 
7556097 69 
7557717 70 
8191668 71 
8788107 72 
8807318 73 
9038020 74 
9040284 75 
9042528 76 
10505529 77 
10752112 78 
10778338 79 
11043775 80 
11323571 81 
12337512 82 
12845916 83 
16186383 84 
16752335 85 
16965924 86 
20287551 87 
21967215 88 
22345318 89 
23501378 90 
28670134 91 
30968759 92 
33966791 93 
37399821 94 
41120307 95 
80179630 96 
122598464 97 
157672144 98 
174121735 99 
196573328 100 
