1198 0 
575098 1 
588061 2 
598616 3 
603025 4 
608216 5 
618197 6 
660511 7 
702058 8 
702138 9 
735779 10 
800299 11 
802354 12 
803550 13 
837331 14 
946536 15 
947211 16 
996784 17 
1021789 18 
1036854 19 
1044307 20 
1044868 21 
1070381 22 
1070407 23 
1070467 24 
1097427 25 
1137938 26 
1170315 27 
1182160 28 
1203872 29 
1322049 30 
1421633 31 
1422152 32 
1440705 33 
1481526 34 
1487727 35 
1657448 36 
1671803 37 
1673506 38 
1758758 39 
1820961 40 
1937444 41 
2008072 42 
2083534 43 
2106156 44 
2106672 45 
2157854 46 
2163350 47 
2395304 48 
2428796 49 
2538757 50 
2560820 51 
2619333 52 
2619551 53 
2717246 54 
2916159 55 
2918070 56 
3134383 57 
3270768 58 
3446148 59 
3563984 60 
3992466 61 
4106026 62 
4374491 63 
4469453 64 
5134092 65 
5365891 66 
5395403 67 
5560481 68 
5561617 69 
6030298 70 
6467456 71 
6481082 72 
6655696 73 
6656600 74 
6657840 75 
7326175 76 
7737077 77 
7922310 78 
7940483 79 
8136747 80 
9092806 81 
9470343 82 
11267027 83 
11940614 84 
12362503 85 
12519544 86 
14979426 87 
16217629 88 
17353958 89 
21184101 90 
22231372 91 
22842678 92 
25095681 93 
27637235 94 
30395982 95 
58867857 96 
90088167 97 
115947374 98 
144414026 99 
301511241 100 
