1301 0 
4483286 1 
9035547 2 
9042930 3 
9045365 4 
9841542 5 
10532048 6 
10761134 7 
11329928 8 
11331561 9 
12129589 10 
12816289 11 
13614678 12 
13671525 13 
14357177 14 
14410086 15 
15212667 16 
15905677 17 
15908684 18 
15946513 19 
15951618 20 
16698582 21 
16699112 22 
17436648 23 
17440195 24 
17442892 25 
17790709 26 
18190977 27 
18193028 28 
18239399 29 
18245282 30 
18924035 31 
19036804 32 
19780517 33 
19786940 34 
20465780 35 
20530153 36 
21271738 37 
21274095 38 
21320916 39 
22014394 40 
22068281 41 
22757523 42 
22808288 43 
22818961 44 
23550292 45 
23739295 46 
24304510 47 
24347166 48 
25044372 49 
25451819 50 
25456678 51 
25838514 52 
25945097 53 
27434652 54 
27736712 55 
28138013 56 
29026316 57 
29326349 58 
29724732 59 
30200395 60 
31180357 61 
32704283 62 
32877160 63 
33803676 64 
34825261 65 
38090190 66 
38434201 67 
39616513 68 
41464522 69 
43706031 70 
43973818 71 
44705178 72 
45335454 73 
45512245 74 
48249676 75 
51764712 76 
56990651 77 
60334333 78 
62143328 79 
65210443 80 
69278341 81 
70486128 82 
78151476 83 
80291943 84 
98052848 85 
99005782 86 
119380681 87 
121244163 88 
122094765 89 
123451371 90 
134929842 91 
137904146 92 
145514252 93 
151018290 94 
181044112 95 
199203250 96 
345187839 97 
357461923 98 
457757115 99 
494019088 100 
