1189 0 
8290 1 
1094455 2 
2184556 3 
2184763 4 
2186828 5 
2190342 6 
2190367 7 
2191666 8 
2195476 9 
2209792 10 
2250534 11 
2292241 12 
2322189 13 
3282590 14 
3283149 15 
3284158 16 
3284200 17 
3285667 18 
3294580 19 
3307655 20 
3309880 21 
3315204 22 
3433650 23 
4374810 24 
4378652 25 
4382309 26 
4384991 27 
4385251 28 
4385324 29 
4385453 30 
4387457 31 
4389030 32 
4390874 33 
4394035 34 
4395556 35 
4396497 36 
4397673 37 
4415842 38 
4417365 39 
4420502 40 
4445336 41 
4454461 42 
4582819 43 
5471987 44 
5476175 45 
5476850 46 
5477094 47 
5477929 48 
5478823 49 
5478882 50 
5483011 51 
5483761 52 
5486166 53 
5493452 54 
5500397 55 
5616880 56 
5714394 57 
5994808 58 
6025531 59 
6601950 60 
6603027 61 
6604610 62 
6606504 63 
6606558 64 
6607041 65 
6611775 66 
6612617 67 
6619121 68 
6628663 69 
6630076 70 
6633101 71 
6677827 72 
6701198 73 
6730697 74 
6760406 75 
6990854 76 
7723276 77 
7724590 78 
7727531 79 
7728062 80 
7742230 81 
7758333 82 
7768760 83 
7792476 84 
7872226 85 
8849817 86 
8850081 87 
8853383 88 
8857672 89 
8869997 90 
8876602 91 
8879489 92 
8881183 93 
8903141 94 
8915915 95 
8975350 96 
8998638 97 
9250637 98 
9967742 99 
9984355 100 
