1308 0 
5421711 1 
10983984 2 
10995531 3 
11007615 4 
11945095 5 
12841512 6 
13222335 7 
13785758 8 
13785849 9 
14726204 10 
15632905 11 
16560005 12 
16582389 13 
17494756 14 
17506346 15 
18445566 16 
19356529 17 
19360471 18 
19363098 19 
19367081 20 
20290815 21 
20296723 22 
21208141 23 
21215396 24 
21217007 25 
21919345 26 
22134122 27 
22136805 28 
22150824 29 
22153298 30 
23051049 31 
23089708 32 
24007075 33 
24010280 34 
24916442 35 
24940944 36 
25855005 37 
25858197 38 
25870557 39 
26785522 40 
26795231 41 
27690013 42 
27711979 43 
27731291 44 
28639690 45 
29495836 46 
29566863 47 
29575643 48 
30487635 49 
31416369 50 
31448642 51 
31712610 52 
31714695 53 
33303362 54 
34217506 55 
34506105 56 
35166627 57 
35864809 58 
36095708 59 
38118555 60 
39421475 61 
40273554 62 
41129855 63 
42904046 64 
43708108 65 
47289782 66 
47993561 67 
49187116 68 
51806783 69 
55158237 70 
55537334 71 
56002847 72 
56623007 73 
57469563 74 
60571357 75 
65478231 76 
72770033 77 
77447336 78 
78751078 79 
83564522 80 
87391594 81 
90363973 82 
99599152 83 
102578542 84 
125673540 85 
127458760 86 
153268953 87 
155902774 88 
156396489 89 
158416842 90 
173826879 91 
176836427 92 
186997093 93 
193668992 94 
233119950 95 
256421608 96 
444479244 97 
460371599 98 
592443406 99 
640081805 100 
