0	0
10	6963017157
20	8158019608
30	8722019608
40	9145017157
50	9902017705
60	11197017156
70	13654024531
80	14403023607
90	14100020607
100	15130026156
110	16250045607
120	18249017156
130	18688017157
140	20001017157
150	21303019608
160	22119025059
170	23009026081
180	22638025608
190	24786023059
200	25037022608
210	25980017157
220	28288019608
230	28444017157
240	29267020157
250	30621026608
260	31616017157
270	31704025179
280	32868025157
290	35033025608
300	35318017157
310	37362023059
320	37533028608
330	38881019608
340	39118023081
350	39823014706
360	40898014706
370	42812017157
380	42733014706
390	44629023157
