0 	 67362
10 	 186474
20 	 306923
30 	 446719
40 	 569700
50 	 690932
60 	 813233
70 	 959697
80 	 1112509
90 	 1244175
100 	 1356399
110 	 1499260
120 	 1648357
130 	 1797790
140 	 1929876
150 	 2074886
160 	 2230768
170 	 2376801
180 	 2485405
190 	 2602740
200 	 2733411
210 	 2851339
220 	 3001710
230 	 3138624
240 	 3278527
250 	 3428973
260 	 3576851
270 	 3711970
280 	 3833664
290 	 4005917
300 	 4147994
310 	 4300382
320 	 4433702
330 	 4586424
340 	 4728568
350 	 4868497
360 	 5005818
370 	 5137512
380 	 5275385
390 	 5421867
400 	 5579986
410 	 5733333
420 	 5888628
