1 	 193489327
11 	 535831736
21 	 554349761
31 	 530975529
41 	 521118274
51 	 563315252
61 	 537107243
71 	 514556407
81 	 546539863
91 	 558964793
101 	 539361376
111 	 560240969
121 	 552754343
131 	 539659014
141 	 550858307
151 	 553318445
161 	 548934408
171 	 552237500
181 	 543285327
191 	 536184712
201 	 542550141
211 	 546510408
221 	 555480540
231 	 545995210
241 	 550861118
251 	 554953534
261 	 550296125
271 	 527365082
281 	 548509436
291 	 561229124
301 	 548228643
