1 	 7409197
11 	 17029017
21 	 18931813
31 	 22907972
41 	 20736190
51 	 20560924
61 	 21530414
71 	 21451889
81 	 20941515
91 	 20858792
101 	 21169605
111 	 19957719
121 	 20872089
131 	 21726499
141 	 21314054
151 	 21297552
161 	 20751631
171 	 20908891
181 	 20909693
191 	 21486759
201 	 21254357
211 	 21255053
221 	 21253398
231 	 20563303
241 	 20562799
251 	 20537530
261 	 20536403
271 	 20536109
281 	 20535751
291 	 20910838
301 	 20910961
311 	 20910057
321 	 20909195
331 	 20913106
341 	 21271875
351 	 21269205
361 	 21268956
371 	 21269439
381 	 21268142
391 	 21270931
401 	 21440298
411 	 21440623
421 	 21440460
431 	 21442799
441 	 21438326
451 	 21442152
461 	 21440740
471 	 21439693
481 	 21441182
491 	 21439690
