0	0
10	6292016975
20	8158019400
30	8560024400
40	9162026974
50	9939014549
60	11253016974
70	13223021824
80	14521025399
90	13989016974
100	15113016974
110	16181062549
120	17399016974
130	18231016975
140	19522036400
150	20838019400
160	21986030825
170	22979024400
180	22623022847
190	25517021825
200	25141024400
210	26011016975
220	28404022400
230	28540016975
240	29335016975
250	30724019400
260	31296050975
270	32291021975
280	32584045975
290	35073028400
300	35569021975
310	37159038825
320	37443056400
330	38690029847
340	38900052400
350	39909027550
360	40912014550
370	42633028975
380	43167034975
390	44525019975
400	46160029272
410	46539052825
420	48078032272
430	48859016975
440	49044017975
450	50612020400
460	51044016975
470	52556024847
480	53534016975
490	53996038975
500	56099019400
