0	0
10	4846018773
20	7524021455
30	6782029976
40	8066016091
50	8793022091
60	10129016091
70	11470053137
80	12416064658
90	13642018773
100	14526018773
110	15330021455
120	16291018773
130	17225018774
140	17821018774
150	19937029456
160	20898036456
170	21366024138
180	21404037092
190	23337027138
200	23509029456
210	25662021295
220	26420021456
230	26846024774
240	27653027092
250	28805021774
260	30552018774
270	30535021112
280	30939016410
290	33877021456
300	34876018774
310	35810027138
320	35888023092
330	38158036456
340	38027027456
350	38858016092
360	38895018774
370	41739018774
380	41793016092
390	43865025774
400	45259026659
410	46744026659
420	47205024138
430	47541024295
440	47662040774
450	48522021134
460	49603018774
470	51144021456
480	52288021456
490	52788016092
500	54482023794
