0 1 
298 2 
298 3 
298 4 
298 5 
431 6 
431 7 
432 8 
432 9 
522 10 
522 11 
523 12 
523 13 
523 14 
660 15 
660 16 
798 17 
798 18 
933 19 
934 20 
934 21 
934 22 
937 23 
1072 24 
1072 25 
1072 26 
1621 27 
1759 28 
1759 29 
2383 30 
2582 31 
2587 32 
2705 33 
2781 34 
2789 35 
3132 36 
3180 37 
3474 38 
3519 39 
3567 40 
3679 41 
4128 42 
4208 43 
4248 44 
4395 45 
4504 46 
4563 47 
4979 48 
5288 49 
5399 50 
5722 51 
5960 52 
6106 53 
6183 54 
6465 55 
6694 56 
7018 57 
7237 58 
7333 59 
8057 60 
8376 61 
8687 62 
8740 63 
9240 64 
10027 65 
10380 66 
10962 67 
11080 68 
11354 69 
11557 70 
11674 71 
12022 72 
12478 73 
12776 74 
13297 75 
13803 76 
14202 77 
14698 78 
14835 79 
15278 80 
15712 81 
17363 82 
17430 83 
18739 84 
20406 85 
21666 86 
23474 87 
26220 88 
30560 89 
31484 90 
32436 91 
42384 92 
51485 93 
55771 94 
71567 95 
72130 96 
86970 97 
88342 98 
105941 99 
435879 100 
