0 1 
4383 2 
4691 3 
4831 4 
5130 5 
5268 6 
5278 7 
5540 8 
5968 9 
6208 10 
6406 11 
6449 12 
7038 13 
7233 14 
7518 15 
7824 16 
7835 17 
7875 18 
8383 19 
9001 20 
9045 21 
9099 22 
9143 23 
9315 24 
9411 25 
9726 26 
9805 27 
10039 28 
10433 29 
10972 30 
11022 31 
11421 32 
11645 33 
12671 34 
12887 35 
13391 36 
13578 37 
13882 38 
14053 39 
14220 40 
15421 41 
16341 42 
16824 43 
18136 44 
18342 45 
18410 46 
18604 47 
19644 48 
19856 49 
20337 50 
20594 51 
20803 52 
23218 53 
24069 54 
24071 55 
25904 56 
26048 57 
27656 58 
28700 59 
30260 60 
33151 61 
34267 62 
36517 63 
38897 64 
43944 65 
45854 66 
46182 67 
46904 68 
47268 69 
51594 70 
53097 71 
54491 72 
55413 73 
55947 74 
58965 75 
61672 76 
65222 77 
68814 78 
69430 79 
72041 80 
78976 81 
82198 82 
96705 83 
100928 84 
105617 85 
111617 86 
132440 87 
144855 88 
151707 89 
185753 90 
194224 91 
209895 92 
224368 93 
251213 94 
267579 95 
522678 96 
811976 97 
1063971 98 
1349891 99 
2908911 100 
