1 	 0
2 	 2908911
3 	 1349891
4 	 1063971
5 	 811976
6 	 522678
7 	 194224
8 	 96705
9 	 267579
10 	 61672
11 	 151707
12 	 82198
13 	 46182
14 	 65222
15 	 36517
16 	 224368
17 	 185753
18 	 100928
19 	 30260
20 	 25904
21 	 78976
22 	 24069
23 	 19644
24 	 18604
25 	 251213
26 	 132440
27 	 105617
28 	 55947
29 	 54491
30 	 53097
31 	 13882
32 	 15421
33 	 46904
34 	 45854
35 	 24071
36 	 13391
37 	 20337
38 	 19856
39 	 11022
40 	 23218
41 	 12887
42 	 111617
43 	 38897
44 	 10972
45 	 10433
46 	 69430
47 	 51594
48 	 34267
49 	 16824
50 	 9315
51 	 16341
52 	 9099
53 	 9045
54 	 9001
55 	 209895
56 	 144855
57 	 72041
58 	 43944
59 	 28700
60 	 14220
61 	 7875
62 	 13578
63 	 7518
64 	 14053
65 	 7824
66 	 26048
67 	 12671
68 	 7038
69 	 7233
70 	 68814
71 	 11645
72 	 11421
73 	 6406
74 	 55413
75 	 33151
76 	 6449
77 	 20803
78 	 5540
79 	 5968
80 	 20594
81 	 6208
82 	 9143
83 	 5130
84 	 58965
85 	 47268
86 	 27656
87 	 8383
88 	 4691
89 	 18342
90 	 5278
91 	 4831
92 	 18410
93 	 18136
94 	 7835
95 	 4383
96 	 9726
97 	 9411
98 	 5268
99 	 10039
100 	 9805
