0 1 
4462 2 
4837 3 
4976 4 
5248 5 
5407 6 
5445 7 
5750 8 
6208 9 
6333 10 
6497 11 
6607 12 
7254 13 
7401 14 
7779 15 
8027 16 
8225 17 
9243 18 
9348 19 
9384 20 
9602 21 
10714 22 
10750 23 
11350 24 
11405 25 
11626 26 
12552 27 
13068 28 
13330 29 
13473 30 
13591 31 
13808 32 
13836 33 
14447 34 
15837 35 
15884 36 
16164 37 
17530 38 
18785 39 
19087 40 
19538 41 
19932 42 
20189 43 
22897 44 
23248 45 
24757 46 
25115 47 
25520 48 
25650 49 
26660 50 
27570 51 
28373 52 
28615 53 
29070 54 
31181 55 
32308 56 
33554 57 
36223 58 
37534 59 
38340 60 
39930 61 
46220 62 
47529 63 
47530 64 
54216 65 
61144 66 
63527 67 
63617 68 
64957 69 
65932 70 
71829 71 
73916 72 
75754 73 
77123 74 
77566 75 
82028 76 
90287 77 
95639 78 
96297 79 
99267 80 
100096 81 
109508 82 
114060 83 
140727 84 
146568 85 
154932 86 
183736 87 
199560 88 
201689 89 
211539 90 
259222 91 
292876 92 
312739 93 
349530 94 
373548 95 
725949 96 
1128852 97 
1480704 98 
1692178 99 
1883403 100 
