1 	 0
2 	 9222
3 	 2788
4 	 1444
5 	 832
6 	 3552345
7 	 854343
8 	 427296
9 	 771939
10 	 278185
11 	 466
12 	 568164
13 	 205099
14 	 456316
15 	 165156
16 	 230486
17 	 710
18 	 700732
19 	 134860
20 	 116746
21 	 543205
22 	 106285
23 	 89124
24 	 83695
25 	 1565
26 	 833
27 	 711
28 	 386
29 	 385
30 	 380571
31 	 67951
32 	 69359
33 	 385
34 	 467
35 	 168085
36 	 61201
37 	 266
38 	 147372
39 	 53751
40 	 154807
41 	 56328
42 	 954
43 	 267036
44 	 50982
45 	 45572
46 	 111167
47 	 110060
48 	 466
49 	 120705
50 	 43971
51 	 113347
52 	 41199
53 	 39904
54 	 40251
55 	 2297
56 	 1565
57 	 832
58 	 588
59 	 466
60 	 103015
61 	 37508
62 	 96535
63 	 35144
64 	 98169
65 	 35745
66 	 88356
67 	 87556
68 	 31789
69 	 32028
70 	 955
71 	 267
72 	 81616
73 	 29670
74 	 833
75 	 82621
76 	 29976
77 	 148157
78 	 26337
79 	 27290
80 	 74972
81 	 27173
82 	 66268
83 	 24092
84 	 955
85 	 832
86 	 588
87 	 62084
88 	 22642
89 	 129134
90 	 23499
91 	 23005
92 	 385
93 	 466
94 	 57549
95 	 20959
96 	 267
97 	 63116
98 	 23004
99 	 267
100 	 63664
101 	 23254
